Object,Time Step,Instance ID,Coordinates,Base Station,Delays,Delay slas,Delay sla deadlines,Communication Paths,Making Requests,Access History
User_6,30,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 30, 'interval': 0, 'next_access': inf}]}"
User_1,31,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 31, 'interval': 0, 'next_access': inf}]}"
User_2,31,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 31, 'interval': 0, 'next_access': inf}]}"
User_3,31,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 31, 'interval': 0, 'next_access': inf}]}"
User_4,31,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 31, 'interval': 0, 'next_access': inf}]}"
User_5,31,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 31, 'interval': 0, 'next_access': inf}]}"
User_6,31,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 31, 'interval': 0, 'next_access': inf}]}"
User_1,32,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 32, 'interval': 0, 'next_access': inf}]}"
User_2,32,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 32, 'interval': 0, 'next_access': inf}]}"
User_3,32,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 32, 'interval': 0, 'next_access': inf}]}"
User_4,32,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 32, 'interval': 0, 'next_access': inf}]}"
User_5,32,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 32, 'interval': 0, 'next_access': inf}]}"
User_6,32,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 32, 'interval': 0, 'next_access': inf}]}"
User_1,33,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 33, 'interval': 0, 'next_access': inf}]}"
User_2,33,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 33, 'interval': 0, 'next_access': inf}]}"
User_3,33,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 33, 'interval': 0, 'next_access': inf}]}"
User_4,33,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 33, 'interval': 0, 'next_access': inf}]}"
User_5,33,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 33, 'interval': 0, 'next_access': inf}]}"
User_6,33,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 33, 'interval': 0, 'next_access': inf}]}"
User_1,34,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 34, 'interval': 0, 'next_access': inf}]}"
User_2,34,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 34, 'interval': 0, 'next_access': inf}]}"
User_3,34,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 34, 'interval': 0, 'next_access': inf}]}"
User_4,34,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 34, 'interval': 0, 'next_access': inf}]}"
User_5,34,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 34, 'interval': 0, 'next_access': inf}]}"
User_6,34,6,"[3, 3]","BaseStation_14 ([3, 3])",30.0,10.0,-20.0,"{'6': [[14, 11, 12]]}","{'6': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True}}","{'6': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 34, 'interval': 0, 'next_access': inf}]}"
User_1,35,1,"[6, 0]","BaseStation_4 ([6, 0])",40.0,18.0,-22.0,"{'1': [[4, 3, 2, 1]]}","{'1': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True}}","{'1': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 35, 'interval': 0, 'next_access': inf}]}"
User_2,35,2,"[3, 1]","BaseStation_6 ([3, 1])",,13.0,,{},"{'2': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True}}","{'2': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 35, 'interval': 0, 'next_access': inf}]}"
User_3,35,3,"[2, 2]","BaseStation_10 ([2, 2])",20.0,16.0,-4.0,"{'3': [[10, 9]]}","{'3': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True}}","{'3': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 35, 'interval': 0, 'next_access': inf}]}"
User_4,35,4,"[6, 0]","BaseStation_4 ([6, 0])",20.0,21.0,1.0,"{'4': [[4, 8]]}","{'4': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True}}","{'4': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 35, 'interval': 0, 'next_access': inf}]}"
User_5,35,5,"[4, 2]","BaseStation_11 ([4, 2])",30.0,20.0,-10.0,"{'5': [[11, 7, 4]]}","{'5': {'1': True, '2': True, '3': True, '4': True, '5': True, '6': True, '7': True, '8': True, '9': True, '10': True, '11': True, '12': True, '13': True, '14': True, '15': True, '16': True, '17': True, '18': True, '19': True, '20': True, '21': True, '22': True, '23': True, '24': True, '25': True, '26': True, '27': True, '28': True, '29': True, '30': True, '31': True, '32': True, '33': True, '34': True, '35': True, '36': True}}","{'5': [{'start': 1, 'end': inf, 'duration': inf, 'waiting_time': 0, 'access_time': 35, 'interval': 0, 'next_access': inf}]}"
